From Date,PM2.5,PM10,NO,NO2,SO2,CO,Ozone,RH,WS,WD,HOUR,MONTH
2020-12-08 09:00:00,90.16,164.92,27.58,42.72,38.77,0.73,7.0,33.4,0.24,226.94,9,12
2020-12-08 10:00:00,92.55,179.31,18.75,38.75,38.93,0.68,19.25,32.26,0.22,82.35,10,12
2020-12-08 11:00:00,72.86,185.5,13.54,35.0,33.12,0.61,38.25,31.89,0.16,49.02,11,12
2020-12-08 12:00:00,70.44,166.99,16.41,19.86,35.42,0.55,56.0,29.67,0.18,124.27,12,12
2020-12-08 13:00:00,58.97,160.17,9.31,17.02,34.98,0.38,56.0,28.29,0.21,170.2,13,12
2020-12-08 14:00:00,44.28,137.17,68.71,115.42,32.27,0.38,65.25,30.23,0.26,207.18,14,12
2020-12-08 15:00:00,68.87,137.63,3.6,19.9,32.81,0.55,63.75,35.73,0.12,180.86,15,12
2020-12-08 16:00:00,98.75,154.9,7.91,31.62,36.51,0.55,42.5,40.89,0.13,79.4,16,12
2020-12-08 17:00:00,98.35,161.81,12.74,42.97,33.88,0.66,18.75,44.34,0.14,101.5,17,12
2020-12-08 18:00:00,126.33,202.83,14.36,53.97,31.24,0.86,8.25,49.04,0.1,91.51,18,12
2020-12-08 19:00:00,113.54,249.03,10.78,54.23,32.15,0.88,6.67,55.87,0.09,160.64,19,12
2020-12-08 20:00:00,83.89,263.27,12.16,59.5,31.58,1.08,5.75,58.59,0.11,242.06,20,12
2020-12-08 21:00:00,75.06,236.93,25.28,60.7,28.79,1.4,5.25,60.34,0.1,242.32,21,12
2020-12-08 22:00:00,81.46,219.29,29.94,51.07,30.27,1.4,4.0,60.84,0.09,242.46,22,12
2020-12-08 23:00:00,115.74,197.09,52.54,48.9,29.14,1.83,4.0,63.58,0.09,242.45,23,12
2020-12-09 00:00:00,119.56,205.6,333.97,55.67,85.76,3.25,5.75,66.38,0.09,242.43,0,12
2020-12-09 01:00:00,108.41,226.74,276.45,55.55,89.0,2.25,7.0,66.99,0.09,242.4,1,12
2020-12-09 02:00:00,82.6,243.81,134.14,49.32,95.87,1.5,8.75,66.84,0.09,242.49,2,12
2020-12-09 03:00:00,77.35,239.03,68.88,43.64,102.92,1.0,8.5,65.06,0.09,242.4,3,12
2020-12-09 04:00:00,72.69,202.82,18.68,35.39,94.67,1.0,11.0,62.13,0.1,244.64,4,12
2020-12-09 05:00:00,67.86,172.03,9.37,23.73,96.8,0.25,25.75,60.12,0.09,245.5,5,12
2020-12-09 06:00:00,61.75,145.61,16.7,23.05,89.94,0.0,34.0,57.16,0.06,149.2,6,12
2020-12-09 07:00:00,69.98,134.67,9.7,27.29,80.78,0.5,28.25,53.97,0.07,182.99,7,12
2020-12-09 08:00:00,86.63,137.72,26.0,36.23,87.92,1.0,17.25,50.32,0.07,20.11,8,12
2020-12-09 09:00:00,93.94,143.83,32.99,36.49,94.93,1.0,25.75,43.42,0.12,232.1,9,12
2020-12-09 10:00:00,76.26,148.15,26.07,22.91,92.25,1.0,48.0,40.27,0.35,41.79,10,12
2020-12-09 11:00:00,64.45,175.63,8.380625,26.68,94.45,0.75,63.5,37.03,0.19,127.65,11,12
2020-12-09 12:00:00,79.57,204.51,6.621111111111112,47.34049382716049,80.08,0.0,99.5,32.92,0.4,165.56,12,12
2020-12-09 13:00:00,74.56,190.95,5.50379746835443,42.34759493670886,79.75,0.0,109.75,33.58,0.43,163.6,13,12
2020-12-09 14:00:00,59.16,156.45,5.451975308641975,42.940246913580246,71.92,0.01,82.75,33.62,0.33,206.03,14,12
2020-12-09 15:00:00,54.23,138.24,5.200853658536586,42.97378048780487,81.15,0.0,78.75,36.41,0.22,225.25,15,12
2020-12-09 16:00:00,66.75,123.33,6.154875,48.215875,81.71,0.0,88.75,46.69,0.2,179.16,16,12
2020-12-09 17:00:00,77.06,129.16,8.755189873417722,60.08506329113924,75.95,1.0,86.25,51.75,0.13,103.69,17,12
2020-12-09 18:00:00,112.19,216.44,15.41139240506329,73.29392405063291,77.53,1.0,13.25,55.56,0.1,222.33,18,12
2020-12-09 19:00:00,106.67,244.81,20.57525,79.6165,62.64,1.0,16.5,52.28,0.09,104.03,19,12
2020-12-09 20:00:00,122.82,253.85,24.846582278481016,81.00227848101267,73.62,1.75,11.0,50.67,0.1,115.41,20,12
2020-12-09 21:00:00,135.36,306.0,32.99775,79.088,74.35,1.5,9.0,53.34,0.1,24.65,21,12
2020-12-09 22:00:00,73.78,279.94,46.1135,78.571875,76.83,2.0,1.0,55.31,0.09,23.69,22,12
2020-12-09 23:00:00,95.16,244.29,56.84303797468355,75.06481012658227,29.88,2.24,16.994705882352942,61.9,0.12,81.05,23,12
2020-12-10 00:00:00,103.67,224.17,67.21818181818182,72.19064935064935,68.17,2.06,16.24056338028169,76.46,0.09,68.47,0,12
2020-12-10 01:00:00,67.72,228.19,58.89948051948052,66.54012987012987,87.43,1.75,17.848857142857145,79.93,0.09,24.55,1,12
2020-12-10 02:00:00,66.59,207.72,42.31723684210527,59.39973684210526,85.36,1.25,17.982876712328768,75.6,0.1,26.51,2,12
2020-12-10 03:00:00,79.72,174.88,24.982567567567568,54.86878378378378,75.16,1.0,19.856666666666666,69.91,0.18,33.53,3,12
2020-12-10 04:00:00,67.85,165.57,14.726621621621621,49.98783783783784,83.05,1.0,20.185064935064936,66.9,0.1,28.26,4,12
2020-12-10 05:00:00,70.74,171.03,13.754520547945207,48.40657534246575,89.34,1.0,4.5,65.78,0.12,29.41,5,12
2020-12-10 06:00:00,73.41,151.75,25.204166666666666,50.60694444444445,84.0,1.0,1.0,71.54,0.1,24.67,6,12
2020-12-10 07:00:00,84.39,158.68,37.973150684931504,54.75753424657535,84.37,1.0,17.651780821917807,66.73,0.09,33.08,7,12
2020-12-10 08:00:00,97.94,166.79,32.32067567567567,61.94500000000001,87.23,1.0,4.5,62.4,0.2,34.35,8,12
2020-12-10 09:00:00,125.09,189.27,20.84671052631579,65.31342105263157,85.05,1.0,8.5,56.11,0.18,40.8,9,12
2020-12-10 10:00:00,99.01,192.18,13.48,30.11,82.16,1.0,57.75,49.52,0.24,71.91,10,12
2020-12-10 11:00:00,85.53,188.65,20.87,31.3,89.67,1.0,81.75,42.2,0.32,39.61,11,12
2020-12-10 12:00:00,92.5,202.34,16.95,28.41,84.53,1.0,95.0,38.95,0.11,44.25,12,12
2020-12-10 13:00:00,86.1,204.51,17.2,26.17,86.38,1.0,114.25,42.87,0.14,177.43,13,12
2020-12-10 14:00:00,83.54,174.64,12.86,28.92,97.03,1.0,82.0,48.47,0.19,212.38,14,12
2020-12-10 15:00:00,102.38,173.29,29.41,26.25,78.84,1.0,84.25,51.36,0.09,212.37,15,12
2020-12-10 16:00:00,98.01,191.18,13.0,37.71,80.97,1.0,48.25,60.54,0.09,212.43,16,12
2020-12-10 17:00:00,104.52,227.28,24.65,41.94,80.24,1.0,30.75,66.96,0.09,212.51,17,12
2020-12-10 18:00:00,112.02,236.28,16.68,50.97,79.89,1.0,19.0,63.93,0.09,212.5,18,12
2020-12-10 19:00:00,112.31,239.36,23.72,58.08,82.99,1.0,2.5,67.02,0.09,212.49,19,12
2020-12-10 20:00:00,149.51,281.2,33.04,53.11,82.28,1.0,14.33,73.24,0.09,212.54,20,12
2020-12-10 21:00:00,77.54,287.14,25.34,57.05,73.06,1.25,9.25,73.72,0.09,212.47,21,12
2020-12-10 22:00:00,78.72,255.55,13.95,39.77,70.63,1.0,29.25,74.58,0.08,212.8,22,12
2020-12-10 23:00:00,66.92,243.87,16.93,50.27,69.64,1.0,33.67,78.74,0.08,92.8,23,12
2020-12-11 00:00:00,69.18,182.79,15.22,22.01,26.01,0.6,26.5,74.67,0.09,17.93,0,12
2020-12-11 01:00:00,76.14,173.55,17.96,21.65,24.56,0.62,20.75,74.2,0.09,25.02,1,12
2020-12-11 02:00:00,74.89,168.83,17.12,22.19,25.76,0.59,18.5,75.44,0.07,129.35,2,12
2020-12-11 03:00:00,70.36,154.39,72.78,21.74,23.47,0.58,22.75,75.9,0.09,155.64,3,12
2020-12-11 04:00:00,68.31,154.19,20.6,18.1,25.44,0.58,24.25,73.9,0.19,37.38,4,12
2020-12-11 05:00:00,68.74,157.47,11.95,17.95,23.8,0.6,17.75,74.63,0.19,35.23,5,12
2020-12-11 06:00:00,83.66,169.57,29.53,25.87,25.26,0.63,6.0,74.27,0.11,27.13,6,12
2020-12-11 07:00:00,94.51,158.33,33.57,28.73,26.32,0.73,2.5,75.06,0.12,79.6,7,12
2020-12-11 08:00:00,95.68,165.69,72.97,29.23,26.92,0.78,4.5,74.34,0.1,182.93,8,12
2020-12-11 09:00:00,93.85,174.46,46.67,37.16,27.91,1.01,1.0,75.57,0.07,188.42,9,12
2020-12-11 10:00:00,59.89,177.47,62.55,37.98,29.79,1.09,21.854125,83.47,0.25,171.43,10,12
2020-12-11 11:00:00,57.67,167.75,46.26,35.16,17.35,0.86,27.000987654320987,79.59,0.25,41.19,11,12
2020-12-11 12:00:00,85.84,158.56,30.71,31.66,9.69,0.76,7.5,76.84,0.29,38.23,12,12
2020-12-11 13:00:00,67.65,162.24,32.26,20.2,7.94,0.52,16.25,70.62,0.43,33.93,13,12
2020-12-11 14:00:00,60.59,137.11,13.15,22.96,10.85,0.45,22.0,66.45,0.18,105.29,14,12
2020-12-11 15:00:00,55.34,126.86,26.06,24.6,7.12,0.4,21.25,64.6,0.25,79.28,15,12
2020-12-11 16:00:00,70.52,118.22,28.66,33.01,11.63,0.55,15.25,65.1,0.2,35.2,16,12
2020-12-11 17:00:00,78.1,134.8,29.92,33.7,9.13,0.54,12.5,66.79,0.2,24.65,17,12
2020-12-11 18:00:00,74.91,146.14,28.01,37.72,4.62,0.74,3.75,68.56,0.22,32.67,18,12
2020-12-11 19:00:00,78.25,163.23,33.93,41.53,5.48,0.81,2.75,70.31,0.18,31.3,19,12
2020-12-11 20:00:00,82.04,169.84,30.62,48.52,7.1,1.05,1.0,70.42,0.12,27.69,20,12
2020-12-11 21:00:00,96.05,194.48,81.04,52.71,5.63,1.54,1.0,69.79,0.09,20.43,21,12
2020-12-11 22:00:00,98.18,217.59,161.58,49.01,3.42,2.12,17.61896103896104,71.11,0.09,20.57,22,12
2020-12-11 23:00:00,113.91,219.98,202.56,46.67,3.17,2.35,16.994705882352942,72.1,0.09,24.61,23,12
2020-12-12 00:00:00,104.1,232.03,34.31,39.36,5.05,1.37,16.24056338028169,74.4,0.11,111.58,0,12
2020-12-12 01:00:00,53.61,212.23,10.43,26.69,6.85,0.72,17.848857142857145,77.52,0.12,117.11,1,12
2020-12-12 02:00:00,70.17,188.11,20.25,19.92,9.88,0.56,17.982876712328768,80.66,0.22,39.57,2,12
2020-12-12 03:00:00,78.04,164.33,20.73,19.19,9.19,0.55,19.856666666666666,81.39,0.18,35.65,3,12
2020-12-12 04:00:00,87.16,158.46,16.38,15.76,4.17,0.5,20.185064935064936,83.31,0.14,34.32,4,12
2020-12-12 05:00:00,29.94,129.07,13.4,16.98,2.24,0.49,19.474025974025974,83.85,0.1,36.38,5,12
2020-12-12 06:00:00,54.53,117.31,14.37,21.95,4.82,0.58,18.24342105263158,83.8,0.09,29.26,6,12
2020-12-12 07:00:00,73.54,126.84,18.55,21.68,6.81,0.59,17.651780821917807,82.14,0.1,33.6,7,12
2020-12-12 08:00:00,96.74,126.83,27.22,23.55,2.54,0.73,16.950657894736842,82.67,0.14,33.27,8,12
2020-12-12 09:00:00,128.58,132.0,40.54,30.74,8.79,0.96,18.022716049382716,80.56,0.15,44.14,9,12
2020-12-12 10:00:00,100.32,141.04,26.14,33.69,4.82,0.95,21.854125,77.12,0.19,39.46,10,12
2020-12-12 11:00:00,87.45,151.33,18.89,32.83,7.73,0.88,2.0,75.86,0.29,38.09,11,12
2020-12-12 12:00:00,58.11,155.0,12.91,27.15,7.6,0.7,7.75,67.0,0.19,28.78,12,12
2020-12-12 13:00:00,58.34,139.65,16.41,26.93,10.01,0.49,16.5,59.84,0.2,47.57,13,12
2020-12-12 14:00:00,64.03,128.24,13.69,34.81,9.12,0.72,15.0,58.27,0.2,40.93,14,12
2020-12-12 15:00:00,95.98,155.94,18.67,35.13,10.82,0.78,8.5,61.68,0.2,37.79,15,12
2020-12-12 16:00:00,116.09,188.09,11.31,35.88,9.46,0.78,4.0,65.02,0.21,43.56,16,12
2020-12-12 17:00:00,114.75,201.75,19.05,43.39,9.14,1.01,2.33,66.55,0.24,42.79,17,12
2020-12-12 18:00:00,116.05,216.45,27.86,44.01,7.41,1.08,22.394556962025316,67.07,0.21,36.68,18,12
2020-12-12 19:00:00,97.68,222.57,26.04,40.69,7.4,1.15,19.553333333333335,70.17,0.15,86.31,19,12
2020-12-12 20:00:00,113.34,232.73,28.33,49.93,12.08,1.11,20.133333333333333,68.62,0.13,157.66,20,12
2020-12-12 21:00:00,133.49,243.05,30.02,38.97,8.68,1.28,19.043333333333333,71.19,0.14,34.34,21,12
2020-12-12 22:00:00,77.84,271.66,32.56,36.94,10.2,1.24,17.61896103896104,72.97,0.21,37.85,22,12
2020-12-12 23:00:00,73.81,233.09,30.59,35.76,9.09,1.28,16.994705882352942,74.83,0.16,36.8,23,12
2020-12-13 00:00:00,65.27,209.08,14.31,31.06,7.61,0.82,1.0,71.72,0.15,29.76,0,12
2020-12-13 01:00:00,61.86,183.0,8.75,23.02,5.83,0.64,7.25,70.72,0.14,36.48,1,12
2020-12-13 02:00:00,50.6,164.37,6.39,12.95,7.91,0.46,14.5,69.86,0.14,38.11,2,12
2020-12-13 03:00:00,49.91,131.37,7.06,11.84,8.7,0.45,12.25,75.44,0.13,26.39,3,12
2020-12-13 04:00:00,53.22,122.62,5.43,12.81,7.67,0.43,11.75,74.09,0.09,18.16,4,12
2020-12-13 05:00:00,58.99,123.29,7.02,19.08,7.28,0.51,2.0,75.94,0.09,25.97,5,12
2020-12-13 06:00:00,61.78,138.29,13.23,23.94,10.25,0.66,18.24342105263158,75.37,0.09,24.56,6,12
2020-12-13 07:00:00,77.73,139.87,15.62,25.0,8.5,0.68,17.651780821917807,77.58,0.1,31.68,7,12
2020-12-13 08:00:00,65.66,145.37,9.86,22.9,9.14,0.59,1.0,78.91,0.08,174.74,8,12
2020-12-13 09:00:00,53.2,138.58,19.21,26.4,7.75,0.76,1.0,85.91,0.09,120.95,9,12
2020-12-13 10:00:00,45.77,124.12,10.38,20.1,8.0,0.58,2.0,82.6,0.15,30.42,10,12
2020-12-13 11:00:00,53.27,118.98,12.15,20.46,3.36,0.53,4.0,78.33,0.24,26.7,11,12
2020-12-13 12:00:00,54.58,105.34,10.9,18.95,4.66,0.5,6.0,72.92,0.19,139.39,12,12
2020-12-13 13:00:00,47.55,96.41,8.3,18.25,7.23,0.49,11.5,69.56,0.11,47.5,13,12
2020-12-13 14:00:00,57.47,96.81,10.02,26.27,9.82,0.61,7.75,68.9,0.09,30.75,14,12
2020-12-13 15:00:00,99.47,129.02,10.86,35.48,10.33,0.74,4.0,68.25,0.17,41.95,15,12
2020-12-13 16:00:00,84.46,145.86,10.08,23.73,9.21,0.57,5.5,75.7,0.27,51.7,16,12
2020-12-13 17:00:00,71.61,151.96,8.33,25.75,8.5,0.6,5.75,77.69,0.31,36.91,17,12
2020-12-13 18:00:00,59.86,150.74,7.89,24.64,14.09,0.62,4.25,76.63,0.21,28.59,18,12
2020-12-13 19:00:00,53.53,142.41,8.94,24.72,12.75,0.68,5.5,74.72,0.22,28.17,19,12
2020-12-13 20:00:00,59.09,148.87,10.44,27.95,11.64,0.78,1.25,75.77,0.12,32.3,20,12
2020-12-13 21:00:00,52.74,132.93,7.94,28.81,11.47,0.82,1.5,76.19,0.18,35.02,21,12
2020-12-13 22:00:00,56.78,129.84,8.58,27.24,11.59,0.81,1.0,76.64,0.15,34.71,22,12
2020-12-13 23:00:00,57.95,145.93,9.16,30.46,14.21,0.82,16.994705882352942,75.99,0.11,35.8,23,12
2020-12-14 00:00:00,57.23,146.23,9.84,35.14,18.0,0.5,13.5,74.92,0.14,70.11,0,12
2020-12-14 01:00:00,35.94,132.61,11.06,28.89,31.11,0.25,11.75,83.03,0.13,114.24,1,12
2020-12-14 02:00:00,35.7,126.68,11.95,24.06,23.91,0.0,8.0,91.83,0.1,76.36,2,12
2020-12-14 03:00:00,38.29,123.77,10.36,16.95,23.34,0.0,15.25,93.67,0.09,32.71,3,12
2020-12-14 04:00:00,44.18,98.01,14.61,23.61,25.64,0.0,4.0,94.39,0.09,33.38,4,12
2020-12-14 05:00:00,30.3,95.7,13.07,25.06,18.97,0.0,3.0,95.23,0.1,29.34,5,12
2020-12-14 06:00:00,20.92,77.09,15.68,24.57,24.85,0.0,1.75,96.69,0.14,41.56,6,12
2020-12-14 07:00:00,21.16,52.87,24.4,31.14,24.3,0.25,2.33,96.0,0.12,30.48,7,12
2020-12-14 08:00:00,29.29,60.73,28.92,34.06,25.79,0.5,16.950657894736842,96.04,0.08,38.02,8,12
2020-12-14 09:00:00,36.67,59.76,42.44,40.08,28.03,1.0,1.0,95.29,0.09,23.71,9,12
2020-12-14 10:00:00,49.69,73.92,43.54,40.45,17.48,0.94,1.0,95.81,0.17,35.48,10,12
2020-12-14 11:00:00,36.04,74.57,40.35,50.24,25.02,1.0,2.5,92.48,0.1,77.85,11,12
2020-12-14 12:00:00,40.04,70.95,27.92,50.74,27.21,1.0,7.0,87.19,0.09,41.11,12,12
2020-12-14 13:00:00,42.69,73.09,21.48,48.12,25.06,0.75,14.0,81.23,0.23,37.34,13,12
2020-12-14 14:00:00,65.88,82.65,18.32,44.47,32.73,0.75,19.0,75.99,0.23,47.8,14,12
2020-12-14 15:00:00,69.05,102.89,19.94,47.86,31.61,1.0,18.5,75.95,0.17,35.11,15,12
2020-12-14 16:00:00,64.26,114.64,20.16,55.51,25.64,1.0,12.75,77.69,0.21,27.7,16,12
2020-12-14 17:00:00,63.03,122.57,25.76,56.03,19.79,1.0,7.25,78.7,0.14,27.33,17,12
2020-12-14 18:00:00,57.26,120.85,39.66,61.41,23.11,1.0,3.25,84.76,0.11,37.52,18,12
2020-12-14 19:00:00,67.41,129.2,74.14,70.32,25.47,1.0,19.553333333333335,85.31,0.09,34.43,19,12
2020-12-14 20:00:00,73.71,140.43,47.49,82.17,31.27,1.0,2.0,86.26,0.09,36.45,20,12
2020-12-14 21:00:00,68.66,159.61,51.64,71.81,34.72,1.0,2.25,87.09,0.09,40.67,21,12
2020-12-14 22:00:00,76.56,175.44,71.68,65.74,40.1,1.5,1.0,89.36,0.09,30.67,22,12
2020-12-14 23:00:00,80.45,173.75,82.82,65.28,44.96,1.33,16.994705882352942,90.04,0.09,26.45,23,12
2020-12-15 00:00:00,90.28,199.91,52.73,37.26,11.46,1.27,16.24056338028169,89.3,0.09,42.1,0,12
2020-12-15 01:00:00,90.83,204.89,24.42,33.18,10.21,0.96,17.848857142857145,90.3,0.18,40.79,1,12
2020-12-15 02:00:00,76.85,199.2,16.42,22.61,13.51,0.64,2.25,89.22,0.11,29.0,2,12
2020-12-15 03:00:00,62.55,189.52,26.65,21.86,15.03,0.65,19.856666666666666,91.96,0.09,30.05,3,12
2020-12-15 04:00:00,60.19,171.34,11.66,18.19,15.45,0.5,1.25,91.44,0.13,28.74,4,12
2020-12-15 05:00:00,69.66,158.41,22.7,19.64,18.48,0.55,1.0,92.82,0.09,21.27,5,12
2020-12-15 06:00:00,74.13,145.3,57.59,19.17,15.62,0.78,18.24342105263158,94.59,0.09,19.5,6,12
2020-12-15 07:00:00,88.02,157.15,42.34,22.66,12.35,0.74,17.651780821917807,90.64,0.16,26.68,7,12
2020-12-15 08:00:00,77.82,166.63,35.67,31.02,15.78,0.7,1.0,82.89,0.16,30.07,8,12
2020-12-15 09:00:00,73.73,140.51,58.55,31.92,15.05,0.8,1.0,76.25,0.08,109.68,9,12
2020-12-15 10:00:00,87.92,136.79,52.28,38.85,15.13,0.94,7.75,67.62,0.07,106.33,10,12
2020-12-15 11:00:00,81.88,160.11,28.61,37.2,15.31,0.82,12.75,65.32,0.17,153.68,11,12
2020-12-15 12:00:00,70.15,146.08,51.89,27.59,13.73,0.58,16.5,64.92,0.16,83.83,12,12
2020-12-15 13:00:00,61.07,147.89,28.17,1.65,14.91,0.59,22.25,62.42,0.16,46.8,13,12
2020-12-15 14:00:00,57.74,154.82,23.37,9.56,15.34,0.5,28.75,63.29,0.17,41.78,14,12
2020-12-15 15:00:00,58.78,156.31,17.04,18.76,1.09,0.53,28.5,64.67,0.16,111.5,15,12
2020-12-15 16:00:00,69.76,164.87,15.1,21.72,1.54,0.58,25.5,69.0,0.18,84.06,16,12
2020-12-15 17:00:00,77.72,185.08,17.25,27.17,0.16,0.71,8.5,72.24,0.1,22.66,17,12
2020-12-15 18:00:00,83.58,189.04,23.18,29.91,0.67,0.93,1.75,76.62,0.07,100.9,18,12
2020-12-15 19:00:00,97.46,199.29,22.53,31.44,3.03,1.03,2.0,78.75,0.08,35.76,19,12
2020-12-15 20:00:00,89.42,218.35,22.15,31.76,1.09,1.19,20.133333333333333,79.42,0.09,41.16,20,12
2020-12-15 21:00:00,95.8,211.63,28.65,33.07,0.82,1.3,19.043333333333333,81.95,0.09,29.14,21,12
2020-12-15 22:00:00,86.92,232.39,17.97,34.58,0.51,0.95,2.5,83.12,0.09,37.29,22,12
2020-12-15 23:00:00,85.74,226.22,19.4,33.4,0.03,0.94,2.0,85.66,0.09,32.2,23,12
2020-12-16 00:00:00,90.13,222.91,8.36,23.23,0.78,0.85,1.33,87.14,0.09,45.8,0,12
2020-12-16 01:00:00,87.07,225.74,9.02,24.12,1.02,0.89,17.848857142857145,89.1,0.09,49.81,1,12
2020-12-16 02:00:00,80.45,222.57,6.93,21.33,1.56,0.69,1.0,90.5,0.09,32.6,2,12
2020-12-16 03:00:00,82.07,200.28,7.89,21.26,0.26,0.7,19.856666666666666,91.75,0.09,29.41,3,12
2020-12-16 04:00:00,84.7,214.13,6.45,20.56,0.36,0.61,20.185064935064936,90.98,0.09,28.58,4,12
2020-12-16 05:00:00,80.54,201.44,8.06,20.75,0.79,0.57,19.474025974025974,89.13,0.09,23.05,5,12
2020-12-16 06:00:00,109.71,191.36,17.55,21.37,2.47,0.7,18.24342105263158,90.81,0.09,28.2,6,12
2020-12-16 07:00:00,127.36,202.69,22.14,21.78,1.75,0.85,17.651780821917807,91.24,0.09,28.75,7,12
2020-12-16 08:00:00,130.93,224.1,24.55,26.81,1.17,0.96,16.950657894736842,84.16,0.09,26.73,8,12
2020-12-16 09:00:00,145.75,207.97,18.99,30.38,2.51,0.98,1.0,76.96,0.08,36.76,9,12
2020-12-16 10:00:00,117.52,206.59,11.77,23.88,1.51,0.69,7.0,67.45,0.17,42.1,10,12
2020-12-16 11:00:00,86.64,185.52,8.72,18.25,3.78,0.52,18.0,59.75,0.14,94.94,11,12
2020-12-16 12:00:00,85.38,151.4,7.47,21.4,3.88,0.63,30.0,56.14,0.12,152.78,12,12
2020-12-16 13:00:00,84.48,167.45,4.88,22.4,1.31,0.6,30.5,60.32,0.19,246.45,13,12
2020-12-16 14:00:00,61.22,179.02,3.61,21.3,1.91,0.32,33.0,62.05,0.12,195.34,14,12
2020-12-16 15:00:00,49.8,169.41,2.88,23.38,3.83,0.41,27.75,64.25,0.2,48.66,15,12
2020-12-16 16:00:00,61.33,168.81,3.08,26.16,3.23,0.55,23.0,67.0,0.19,39.2,16,12
2020-12-16 17:00:00,115.3,190.06,3.84,30.21,2.09,0.81,13.5,72.59,0.15,31.84,17,12
2020-12-16 18:00:00,135.56,212.62,5.35,35.38,4.41,1.07,2.75,76.06,0.14,22.82,18,12
2020-12-16 19:00:00,108.77,223.8,7.85,36.09,2.77,1.27,1.33,79.9,0.11,33.92,19,12
2020-12-16 20:00:00,92.74,238.65,12.88,37.51,5.26,1.51,20.133333333333333,80.18,0.11,35.07,20,12
2020-12-16 21:00:00,99.73,251.76,13.97,36.3,2.35,1.52,1.0,81.06,0.12,31.49,21,12
2020-12-16 22:00:00,112.62,252.14,20.91,33.82,6.44,1.61,1.0,82.82,0.11,20.65,22,12
2020-12-16 23:00:00,128.36,269.26,26.23,33.24,5.23,1.77,16.994705882352942,85.18,0.09,24.94,23,12
2020-12-17 00:00:00,110.02,258.71,20.84,38.15,3.62,2.0,16.24056338028169,87.28,0.09,20.28,0,12
2020-12-17 01:00:00,97.76,250.41,22.45,29.34,4.97,2.0,17.848857142857145,88.21,0.09,22.88,1,12
2020-12-17 02:00:00,90.92,248.18,11.94,27.56,7.41,1.0,17.982876712328768,88.33,0.09,49.67,2,12
2020-12-17 03:00:00,83.91,226.36,10.78,26.3,6.52,1.0,19.856666666666666,88.88,0.09,114.85,3,12
2020-12-17 04:00:00,78.38,213.07,9.17,25.19,8.92,1.0,20.185064935064936,89.84,0.1,81.69,4,12
2020-12-17 05:00:00,78.4,202.84,13.98,23.87,9.4,1.0,19.474025974025974,91.15,0.09,37.58,5,12
2020-12-17 06:00:00,102.09,199.77,22.35,22.55,8.58,1.0,1.0,92.25,0.09,23.88,6,12
2020-12-17 07:00:00,119.17,196.26,24.16,23.55,9.34,1.0,17.651780821917807,90.61,0.09,15.64,7,12
2020-12-17 08:00:00,140.03,214.75,22.98,29.18,12.03,1.0,1.0,80.29,0.1,15.14,8,12
2020-12-17 09:00:00,104.72,207.22,7.79,27.62,10.93,1.0,3.0,65.62,0.33,34.56,9,12
2020-12-17 10:00:00,88.42,180.61,6.91,26.98,7.84,1.0,6.5,58.89,0.2,45.77,10,12
2020-12-17 11:00:00,100.95,179.44,5.2,27.3,7.28,1.0,17.75,54.25,0.29,43.67,11,12
2020-12-17 12:00:00,83.17,184.66,4.01,25.14,7.83,1.0,26.75,50.4,0.18,95.97,12,12
2020-12-17 13:00:00,60.91,174.74,3.13,24.1,4.94,1.0,33.25,58.6,0.07,133.03,13,12
2020-12-17 14:00:00,64.61,201.12,2.49,26.15,6.94,1.0,48.5,55.55,0.14,28.55,14,12
2020-12-17 15:00:00,81.47,192.72,2.66,25.09,4.95,1.0,40.5,57.9,0.07,49.7,15,12
2020-12-17 16:00:00,88.67,190.66,3.03,27.76,7.45,1.0,23.0,63.78,0.18,34.27,16,12
2020-12-17 17:00:00,91.1,204.98,4.72,31.78,5.36,1.0,12.25,70.49,0.18,40.17,17,12
2020-12-17 18:00:00,121.28,212.18,5.21,34.03,4.29,1.0,3.75,74.95,0.15,31.48,18,12
2020-12-17 19:00:00,111.16,224.6,7.72,35.08,5.23,1.0,2.0,79.44,0.13,27.02,19,12
2020-12-17 20:00:00,105.95,243.48,4.36,34.25,5.67,1.0,2.75,82.44,0.11,105.32,20,12
2020-12-17 21:00:00,87.1,251.16,8.64,33.47,6.99,1.0,2.5,84.83,0.14,37.08,21,12
2020-12-17 22:00:00,115.79,259.17,17.31,34.43,8.96,2.0,17.61896103896104,85.52,0.09,37.56,22,12
2020-12-17 23:00:00,127.85,283.35,33.75,33.59,5.97,1.83,16.994705882352942,88.04,0.09,25.64,23,12
2020-12-18 00:00:00,140.45,289.72,32.78,58.82,13.44,2.0,16.24056338028169,89.25,0.09,26.92,0,12
2020-12-18 01:00:00,137.41,300.5,33.91,56.27,30.78,2.0,17.848857142857145,90.24,0.09,26.81,1,12
2020-12-18 02:00:00,111.45,285.84,19.48,52.89,22.76,1.25,17.982876712328768,89.91,0.09,25.75,2,12
2020-12-18 03:00:00,87.63,261.66,8.28,47.58,23.37,1.0,1.5,89.17,0.09,24.0,3,12
2020-12-18 04:00:00,66.64,225.68,4.31,43.0,36.55,0.5,11.0,83.12,0.09,38.03,4,12
2020-12-18 05:00:00,87.22,200.87,4.85,41.03,27.99,0.0,16.75,78.23,0.09,22.14,5,12
