From Date,AT,RH,HOUR,MONTH,THI
2019-06-01 00:00:00,26.83813432835821,89.11611940298508,0,6,25.47349875896636
2019-06-01 01:00:00,26.73824817518248,89.46518248175182,1,6,25.427901427460174
2019-06-01 02:00:00,26.6463768115942,89.80630434782609,2,6,25.387824735349714
2019-06-01 03:00:00,26.49609929078014,90.28716312056736,3,6,25.311512061013026
2019-06-01 04:00:00,26.387375886524826,90.4722695035461,4,6,25.235723287963385
2019-06-01 05:00:00,26.26919117647059,90.99691176470589,5,6,25.191594333801905
2019-06-01 06:00:00,26.30446043165468,91.06028776978415,6,6,25.231296214274625
2019-06-01 07:00:00,26.94350364963504,89.57583941605839,7,6,25.625524525760564
2019-06-01 08:00:00,27.998656716417912,86.6610447761194,8,6,26.171399030741814
2019-06-01 09:00:00,29.106194029850748,82.74298507462686,9,6,26.551086916239697
2019-06-01 10:00:00,29.912408759124087,79.687299270073,10,6,26.741106891150302
2019-06-01 11:00:00,30.199485294117647,78.53963235294117,11,6,26.787397296009946
2019-06-01 12:00:00,30.29811594202899,78.45217391304348,12,6,26.850869741650918
2019-06-01 13:00:00,30.52172661870504,77.79287769784173,13,6,26.91934794896745
2019-06-01 14:00:00,30.723043478260863,76.83442028985507,14,6,26.918550250472585
2019-06-01 15:00:00,30.52549295774648,77.12795774647887,15,6,26.81439135260861
2019-06-01 16:00:00,30.14836879432624,78.05304964539006,16,6,26.670135163019967
2019-06-01 17:00:00,29.576714285714285,79.65528571428571,17,6,26.468710412040814
2019-06-01 18:00:00,28.60900709219858,82.64453900709219,18,6,26.125612947839645
2019-06-01 19:00:00,27.756204379562043,85.80007299270073,19,6,25.845433179711225
2019-06-01 20:00:00,27.432189781021897,87.12927007299271,20,6,25.74198110080452
2019-06-01 21:00:00,27.262573529411764,88.09573529411765,21,6,25.719474463775953
2019-06-01 22:00:00,27.11448529411765,88.69308823529411,22,6,25.665562748810554
2019-06-01 23:00:00,26.97176470588235,89.07058823529412,23,6,25.586815363321797
2019-06-02 00:00:00,26.83813432835821,89.11611940298508,0,6,25.47349875896636
2019-06-02 01:00:00,26.73824817518248,89.46518248175182,1,6,25.427901427460174
2019-06-02 02:00:00,26.6463768115942,89.80630434782609,2,6,25.387824735349714
2019-06-02 03:00:00,26.49609929078014,90.28716312056736,3,6,25.311512061013026
2019-06-02 04:00:00,26.387375886524826,90.4722695035461,4,6,25.235723287963385
2019-06-02 05:00:00,26.26919117647059,90.99691176470589,5,6,25.191594333801905
2019-06-02 06:00:00,26.30446043165468,91.06028776978415,6,6,25.231296214274625
2019-06-02 07:00:00,26.94350364963504,89.57583941605839,7,6,25.625524525760564
2019-06-02 08:00:00,27.998656716417912,86.6610447761194,8,6,26.171399030741814
2019-06-02 09:00:00,29.106194029850748,82.74298507462686,9,6,26.551086916239697
2019-06-02 10:00:00,29.912408759124087,79.687299270073,10,6,26.741106891150302
2019-06-02 11:00:00,30.199485294117647,78.53963235294117,11,6,26.787397296009946
2019-06-02 12:00:00,30.29811594202899,78.45217391304348,12,6,26.850869741650918
2019-06-02 13:00:00,30.52172661870504,77.79287769784173,13,6,26.91934794896745
2019-06-02 14:00:00,30.723043478260863,76.83442028985507,14,6,26.918550250472585
2019-06-02 15:00:00,30.52549295774648,77.12795774647887,15,6,26.81439135260861
2019-06-02 16:00:00,30.14836879432624,78.05304964539006,16,6,26.670135163019967
2019-06-02 17:00:00,29.576714285714285,79.65528571428571,17,6,26.468710412040814
2019-06-02 18:00:00,28.60900709219858,82.64453900709219,18,6,26.125612947839645
2019-06-02 19:00:00,27.756204379562043,85.80007299270073,19,6,25.845433179711225
2019-06-02 20:00:00,27.432189781021897,87.12927007299271,20,6,25.74198110080452
2019-06-02 21:00:00,27.262573529411764,88.09573529411765,21,6,25.719474463775953
2019-06-02 22:00:00,27.11448529411765,88.69308823529411,22,6,25.665562748810554
2019-06-02 23:00:00,26.97176470588235,89.07058823529412,23,6,25.586815363321797
2019-06-03 00:00:00,26.83813432835821,89.11611940298508,0,6,25.47349875896636
2019-06-03 01:00:00,26.73824817518248,89.46518248175182,1,6,25.427901427460174
2019-06-03 02:00:00,26.6463768115942,89.80630434782609,2,6,25.387824735349714
2019-06-03 03:00:00,26.49609929078014,90.28716312056736,3,6,25.311512061013026
2019-06-03 04:00:00,26.387375886524826,90.4722695035461,4,6,25.235723287963385
2019-06-03 05:00:00,26.26919117647059,90.99691176470589,5,6,25.191594333801905
2019-06-03 06:00:00,26.30446043165468,91.06028776978415,6,6,25.231296214274625
2019-06-03 07:00:00,26.94350364963504,89.57583941605839,7,6,25.625524525760564
2019-06-03 08:00:00,27.998656716417912,86.6610447761194,8,6,26.171399030741814
2019-06-03 09:00:00,29.106194029850748,82.74298507462686,9,6,26.551086916239697
2019-06-03 10:00:00,29.912408759124087,79.687299270073,10,6,26.741106891150302
2019-06-03 11:00:00,30.199485294117647,78.53963235294117,11,6,26.787397296009946
2019-06-03 12:00:00,30.29811594202899,78.45217391304348,12,6,26.850869741650918
2019-06-03 13:00:00,30.52172661870504,77.79287769784173,13,6,26.91934794896745
2019-06-03 14:00:00,30.723043478260863,76.83442028985507,14,6,26.918550250472585
2019-06-03 15:00:00,32.55,67.1,15,6,26.545749999999998
2019-06-03 16:00:00,33.17,64.8,16,6,26.52776
2019-06-03 17:00:00,32.23,67.25,17,6,26.357924999999998
2019-06-03 18:00:00,30.86,70.75,18,6,26.0162
2019-06-03 19:00:00,29.53,75.56,19,6,25.807788000000002
2019-06-03 20:00:00,29.22,78.71,20,6,26.043532
